Gene.ID,Gene.Name,Time,Treatment,Replicate,Normalized.Counts
WP_011132380.1,PMM0746,12,C,B,1154
WP_011132380.1,PMM0746,12,C,C,1147
WP_011132380.1,PMM0746,12,HV,A,353
WP_011132380.1,PMM0746,12,HV,B,1153
WP_011132380.1,PMM0746,12,HV,C,501
WP_011132380.1,PMM0746,24,HV,A,66
WP_011132380.1,PMM0746,24,HV,B,39
WP_011132380.1,PMM0746,24,HV,C,13
WP_011132380.1,PMM0746,24,C,A,881
WP_011132380.1,PMM0746,24,C,B,771
WP_011132380.1,PMM0746,36,C,A,1032
WP_011132380.1,PMM0746,36,C,B,703
WP_011132380.1,PMM0746,36,C,C,1297
WP_011132380.1,PMM0746,36,HV,A,29
WP_011132380.1,PMM0746,36,HV,B,39
WP_011132380.1,PMM0746,36,HV,C,15
WP_011132381.1,pcyA,0,C,A,6471
WP_011132381.1,pcyA,0,C,B,6008
WP_011132381.1,pcyA,0,C,C,5060
WP_011132381.1,pcyA,0,HV,A,3690
WP_011132381.1,pcyA,0,HV,B,3028
WP_011132381.1,pcyA,0,HV,C,6513
WP_011132381.1,pcyA,12,C,A,2875
WP_011132381.1,pcyA,12,C,B,2340
WP_011132381.1,pcyA,12,C,C,1911
WP_011132381.1,pcyA,12,HV,A,611
WP_011132381.1,pcyA,12,HV,B,1837
WP_011132381.1,pcyA,12,HV,C,734
WP_011132381.1,pcyA,24,HV,A,130
WP_011132381.1,pcyA,24,HV,B,100
WP_011132381.1,pcyA,24,HV,C,36
WP_011132381.1,pcyA,24,C,A,5972
WP_011132381.1,pcyA,24,C,B,5029
WP_011132381.1,pcyA,36,C,A,2278
WP_011132381.1,pcyA,36,C,B,1221
WP_011132381.1,pcyA,36,C,C,2586
WP_011132381.1,pcyA,36,HV,A,29
WP_011132381.1,pcyA,36,HV,B,60
WP_011132381.1,pcyA,36,HV,C,26
WP_011132384.1,PMM0750,0,C,A,1459
WP_011132384.1,PMM0750,0,C,B,1546
WP_011132384.1,PMM0750,0,C,C,1220
WP_011132384.1,PMM0750,0,HV,A,1054
WP_011132384.1,PMM0750,0,HV,B,1062
WP_011132384.1,PMM0750,0,HV,C,1912
WP_011132384.1,PMM0750,12,C,A,2754
WP_011132384.1,PMM0750,12,C,B,1930
WP_011132384.1,PMM0750,12,C,C,2003
WP_011132384.1,PMM0750,12,HV,A,727
WP_011132384.1,PMM0750,12,HV,B,1555
WP_011132384.1,PMM0750,12,HV,C,851
WP_011132384.1,PMM0750,24,HV,A,105
WP_011132384.1,PMM0750,24,HV,B,88
WP_011132384.1,PMM0750,24,HV,C,65
WP_011132384.1,PMM0750,24,C,A,1733
WP_011132384.1,PMM0750,24,C,B,1484
WP_011132384.1,PMM0750,36,C,A,2021
WP_011132384.1,PMM0750,36,C,B,1402
WP_011132384.1,PMM0750,36,C,C,2538
WP_011132384.1,PMM0750,36,HV,A,52
WP_011132384.1,PMM0750,36,HV,B,58
WP_011132384.1,PMM0750,36,HV,C,58
WP_011132387.1,rpsB,0,C,A,39694
WP_011132387.1,rpsB,0,C,B,43242
WP_011132387.1,rpsB,0,C,C,38270
WP_011132387.1,rpsB,0,HV,A,35532
WP_011132387.1,rpsB,0,HV,B,24842
WP_011132387.1,rpsB,0,HV,C,45687
WP_011132387.1,rpsB,12,C,A,36090
WP_011132387.1,rpsB,12,C,B,22681
WP_011132387.1,rpsB,12,C,C,24361
WP_011132387.1,rpsB,12,HV,A,10582
WP_011132387.1,rpsB,12,HV,B,12168
WP_011132387.1,rpsB,12,HV,C,6684
WP_011132387.1,rpsB,24,HV,A,933
WP_011132387.1,rpsB,24,HV,B,1137
WP_011132387.1,rpsB,24,HV,C,534
WP_011132387.1,rpsB,24,C,A,58246
WP_011132387.1,rpsB,24,C,B,51909
WP_011132387.1,rpsB,36,C,A,36194
WP_011132387.1,rpsB,36,C,B,20832
WP_011132387.1,rpsB,36,C,C,40736
WP_011132387.1,rpsB,36,HV,A,566
WP_011132387.1,rpsB,36,HV,B,446
WP_011132387.1,rpsB,36,HV,C,535
WP_011132388.1,tsf,0,C,A,8981
WP_011132388.1,tsf,0,C,B,11240
WP_011132388.1,tsf,0,C,C,13226
WP_011132388.1,tsf,0,HV,A,10236
WP_011132388.1,tsf,0,HV,B,7374
WP_011132388.1,tsf,0,HV,C,16648
WP_011132388.1,tsf,12,C,A,12232
WP_011132388.1,tsf,12,C,B,6479
WP_011132388.1,tsf,12,C,C,8034
WP_011132388.1,tsf,12,HV,A,4582
WP_011132388.1,tsf,12,HV,B,4808
WP_011132388.1,tsf,12,HV,C,2966
WP_011132388.1,tsf,24,HV,A,398
WP_011132388.1,tsf,24,HV,B,431
WP_011132388.1,tsf,24,HV,C,196
WP_011132388.1,tsf,24,C,A,16927
WP_011132388.1,tsf,24,C,B,16006
WP_011132388.1,tsf,36,C,A,9389
WP_011132388.1,tsf,36,C,B,5848
WP_011132388.1,tsf,36,C,C,10723
WP_011132388.1,tsf,36,HV,A,213
WP_011132388.1,tsf,36,HV,B,204
WP_011132388.1,tsf,36,HV,C,170
WP_011132390.1,recG,0,C,A,990
WP_011132390.1,recG,0,C,B,1012
WP_011132390.1,recG,0,C,C,803
WP_011132390.1,recG,0,HV,A,520
WP_011132390.1,recG,0,HV,B,769
WP_011132390.1,recG,0,HV,C,1642
WP_011132390.1,recG,12,C,A,2171
WP_011132390.1,recG,12,C,B,1343
WP_011132390.1,recG,12,C,C,1012
WP_011132390.1,recG,12,HV,A,338
WP_011132390.1,recG,12,HV,B,1345
WP_011132390.1,recG,12,HV,C,589
WP_011132390.1,recG,24,HV,A,82
WP_011132390.1,recG,24,HV,B,89
WP_011132390.1,recG,24,HV,C,42
WP_011132390.1,recG,24,C,A,1212
WP_011132390.1,recG,24,C,B,741
WP_011132390.1,recG,36,C,A,714
WP_011132390.1,recG,36,C,B,480
WP_011132390.1,recG,36,C,C,1101
WP_011132390.1,recG,36,HV,A,39
WP_011132390.1,recG,36,HV,B,80
WP_011132390.1,recG,36,HV,C,46
WP_011132391.1,ddpX,0,C,A,577
WP_011132391.1,ddpX,0,C,B,759
WP_011132391.1,ddpX,0,C,C,557
WP_011132391.1,ddpX,0,HV,A,442
WP_011132391.1,ddpX,0,HV,B,461
WP_011132391.1,ddpX,0,HV,C,828
WP_011132391.1,ddpX,12,C,A,1528
WP_011132391.1,ddpX,12,C,B,1106
WP_011132391.1,ddpX,12,C,C,966
WP_011132391.1,ddpX,12,HV,A,267
WP_011132391.1,ddpX,12,HV,B,959
WP_011132391.1,ddpX,12,HV,C,344
WP_011132391.1,ddpX,24,HV,A,54
WP_011132391.1,ddpX,24,HV,B,51
WP_011132391.1,ddpX,24,HV,C,31
WP_011132391.1,ddpX,24,C,A,864
WP_011132391.1,ddpX,24,C,B,684
WP_011132391.1,ddpX,36,C,A,870
WP_011132391.1,ddpX,36,C,B,688
WP_011132391.1,ddpX,36,C,C,1054
WP_011132391.1,ddpX,36,HV,A,33
WP_011132391.1,ddpX,36,HV,B,23
WP_011132391.1,ddpX,36,HV,C,25
WP_011132392.1,sir,0,C,A,7649
WP_011132392.1,sir,0,C,B,10349
WP_011132392.1,sir,0,C,C,5816
WP_011132392.1,sir,0,HV,A,6085
WP_011132392.1,sir,0,HV,B,7370
WP_011132392.1,sir,0,HV,C,8653
WP_011132392.1,sir,12,C,A,18159
WP_011132392.1,sir,12,C,B,14869
WP_011132392.1,sir,12,C,C,17527
WP_011132392.1,sir,12,HV,A,4723
WP_011132392.1,sir,12,HV,B,8987
WP_011132392.1,sir,12,HV,C,4387
WP_011132392.1,sir,24,HV,A,328
WP_011132392.1,sir,24,HV,B,405
WP_011132392.1,sir,24,HV,C,244
WP_011132392.1,sir,24,C,A,9345
WP_011132392.1,sir,24,C,B,9480
WP_011132392.1,sir,36,C,A,16996
WP_011132392.1,sir,36,C,B,11550
WP_011132392.1,sir,36,C,C,19009
WP_011132392.1,sir,36,HV,A,247
WP_011132392.1,sir,36,HV,B,335
WP_011132392.1,sir,36,HV,C,243
WP_011132393.1,glyS,0,C,A,3776
WP_011132393.1,glyS,0,C,B,3549
WP_011132393.1,glyS,0,C,C,3461
WP_011132393.1,glyS,0,HV,A,2389
WP_011132393.1,glyS,0,HV,B,2883
WP_011132393.1,glyS,0,HV,C,5990
WP_011132393.1,glyS,12,C,A,4344
WP_011132393.1,glyS,12,C,B,4246
WP_011132393.1,glyS,12,C,C,4790
WP_011132393.1,glyS,12,HV,A,1088
WP_011132393.1,glyS,12,HV,B,3347
WP_011132393.1,glyS,12,HV,C,1349
WP_011132393.1,glyS,24,HV,A,205
WP_011132393.1,glyS,24,HV,B,154
WP_011132393.1,glyS,24,HV,C,77
WP_011132393.1,glyS,24,C,A,4007
WP_011132393.1,glyS,24,C,B,5748
WP_011132393.1,glyS,36,C,A,4468
WP_011132393.1,glyS,36,C,B,2629
WP_011132393.1,glyS,36,C,C,4598
WP_011132393.1,glyS,36,HV,A,72
WP_011132393.1,glyS,36,HV,B,127
WP_011132393.1,glyS,36,HV,C,64
WP_011132394.1,chlP,0,C,A,18629
WP_011132394.1,chlP,0,C,B,18990
WP_011132394.1,chlP,0,C,C,25506
WP_011132394.1,chlP,0,HV,A,10592
WP_011132394.1,chlP,0,HV,B,20744
WP_011132394.1,chlP,0,HV,C,35329
WP_011132394.1,chlP,12,C,A,42201
WP_011132394.1,chlP,12,C,B,37796
WP_011132394.1,chlP,12,C,C,61565
WP_011132394.1,chlP,12,HV,A,12393
WP_011132394.1,chlP,12,HV,B,21760
WP_011132394.1,chlP,12,HV,C,10612
WP_011132394.1,chlP,24,HV,A,373
WP_011132394.1,chlP,24,HV,B,297
WP_011132394.1,chlP,24,HV,C,213
WP_011132394.1,chlP,24,C,A,42749
WP_011132394.1,chlP,24,C,B,76033
WP_011132394.1,chlP,36,C,A,75676
WP_011132394.1,chlP,36,C,B,66326
WP_011132394.1,chlP,36,C,C,73825
WP_011132394.1,chlP,36,HV,A,471
WP_011132394.1,chlP,36,HV,B,748
WP_011132394.1,chlP,36,HV,C,313
WP_011132395.1,vanY,0,C,A,252
WP_011132395.1,vanY,0,C,B,391
WP_011132395.1,vanY,0,C,C,222
WP_011132395.1,vanY,0,HV,A,206
WP_011132395.1,vanY,0,HV,B,274
WP_011132395.1,vanY,0,HV,C,438
WP_011132395.1,vanY,12,C,A,1042
WP_011132395.1,vanY,12,C,B,718
WP_011132395.1,vanY,12,C,C,516
WP_011132395.1,vanY,12,HV,A,197
WP_011132395.1,vanY,12,HV,B,785
WP_011132395.1,vanY,12,HV,C,338
WP_011132395.1,vanY,24,HV,A,38
WP_011132395.1,vanY,24,HV,B,38
WP_011132395.1,vanY,24,HV,C,16
WP_011132395.1,vanY,24,C,A,355
WP_011132395.1,vanY,24,C,B,224
WP_011132395.1,vanY,36,C,A,466
WP_011132395.1,vanY,36,C,B,333
WP_011132395.1,vanY,36,C,C,647
WP_011132395.1,vanY,36,HV,A,15
WP_011132395.1,vanY,36,HV,B,17
WP_011132395.1,vanY,36,HV,C,11
WP_011132396.1,typA,0,C,A,6431
WP_011132396.1,typA,0,C,B,5918
WP_011132396.1,typA,0,C,C,6414
WP_011132396.1,typA,0,HV,A,5499
WP_011132396.1,typA,0,HV,B,4196
WP_011132396.1,typA,0,HV,C,9688
WP_011132396.1,typA,12,C,A,7657
WP_011132396.1,typA,12,C,B,5522
WP_011132396.1,typA,12,C,C,7996
WP_011132396.1,typA,12,HV,A,2268
WP_011132396.1,typA,12,HV,B,3755
WP_011132396.1,typA,12,HV,C,1788
WP_011132396.1,typA,24,HV,A,158
WP_011132396.1,typA,24,HV,B,168
WP_011132396.1,typA,24,HV,C,116
WP_011132396.1,typA,24,C,A,8924
WP_011132396.1,typA,24,C,B,13106
WP_011132396.1,typA,36,C,A,7483
WP_011132396.1,typA,36,C,B,5570
WP_011132396.1,typA,36,C,C,7980
WP_011132396.1,typA,36,HV,A,106
WP_011132396.1,typA,36,HV,B,155
WP_011132396.1,typA,36,HV,C,111
WP_011132397.1,PMM0763,0,C,A,815
WP_011132397.1,PMM0763,0,C,B,992
WP_011132397.1,PMM0763,0,C,C,958
WP_011132397.1,PMM0763,0,HV,A,615
WP_011132397.1,PMM0763,0,HV,B,665
WP_011132397.1,PMM0763,0,HV,C,1473
WP_011132397.1,PMM0763,12,C,A,1838
WP_011132397.1,PMM0763,12,C,B,1276
WP_011132397.1,PMM0763,12,C,C,1450
WP_011132397.1,PMM0763,12,HV,A,483
WP_011132397.1,PMM0763,12,HV,B,730
WP_011132397.1,PMM0763,12,HV,C,321
WP_011132397.1,PMM0763,24,HV,A,27
WP_011132397.1,PMM0763,24,HV,B,22
WP_011132397.1,PMM0763,24,HV,C,11
WP_011132397.1,PMM0763,24,C,A,1492
WP_011132397.1,PMM0763,24,C,B,1569
WP_011132397.1,PMM0763,36,C,A,1392
WP_011132397.1,PMM0763,36,C,B,965
WP_011132397.1,PMM0763,36,C,C,1412
WP_011132397.1,PMM0763,36,HV,A,19
WP_011132397.1,PMM0763,36,HV,B,36
WP_011132397.1,PMM0763,36,HV,C,18
WP_011132398.1,lptB,0,C,A,541
WP_011132398.1,lptB,0,C,B,689
WP_011132398.1,lptB,0,C,C,641
WP_011132398.1,lptB,0,HV,A,453
WP_011132398.1,lptB,0,HV,B,457
WP_011132398.1,lptB,0,HV,C,1102
WP_011132398.1,lptB,12,C,A,1239
WP_011132398.1,lptB,12,C,B,1060
WP_011132398.1,lptB,12,C,C,1017
WP_011132398.1,lptB,12,HV,A,257
WP_011132398.1,lptB,12,HV,B,630
WP_011132398.1,lptB,12,HV,C,242
WP_011132398.1,lptB,24,HV,A,21
WP_011132398.1,lptB,24,HV,B,22
WP_011132398.1,lptB,24,HV,C,16
WP_011132398.1,lptB,24,C,A,989
WP_011132398.1,lptB,24,C,B,894
WP_011132398.1,lptB,36,C,A,1012
WP_011132398.1,lptB,36,C,B,670
WP_011132398.1,lptB,36,C,C,1221
WP_011132398.1,lptB,36,HV,A,20
WP_011132398.1,lptB,36,HV,B,19
WP_011132398.1,lptB,36,HV,C,17
WP_011132400.1,rpe,0,C,A,35928
WP_011132400.1,rpe,0,C,B,46122
WP_011132400.1,rpe,0,C,C,43586
WP_011132400.1,rpe,0,HV,A,29058
WP_011132400.1,rpe,0,HV,B,19302
WP_011132400.1,rpe,0,HV,C,35649
WP_011132400.1,rpe,12,C,A,11509
WP_011132400.1,rpe,12,C,B,9794
WP_011132400.1,rpe,12,C,C,8537
WP_011132400.1,rpe,12,HV,A,2513
WP_011132400.1,rpe,12,HV,B,4077
WP_011132400.1,rpe,12,HV,C,1420
WP_011132400.1,rpe,24,HV,A,201
WP_011132400.1,rpe,24,HV,B,160
WP_011132400.1,rpe,24,HV,C,98
WP_011132400.1,rpe,24,C,A,58163
WP_011132400.1,rpe,24,C,B,35722
WP_011132400.1,rpe,36,C,A,15910
WP_011132400.1,rpe,36,C,B,10443
WP_011132400.1,rpe,36,C,C,19023
WP_011132400.1,rpe,36,HV,A,121
WP_011132400.1,rpe,36,HV,B,177
WP_011132400.1,rpe,36,HV,C,122
WP_011132401.1,glpX,0,C,A,28841
WP_011132401.1,glpX,0,C,B,26871
WP_011132401.1,glpX,0,C,C,44686
WP_011132401.1,glpX,0,HV,A,24535
WP_011132401.1,glpX,0,HV,B,19323
WP_011132401.1,glpX,0,HV,C,53340
WP_011132401.1,glpX,12,C,A,13612
WP_011132401.1,glpX,12,C,B,10280
WP_011132401.1,glpX,12,C,C,16149
WP_011132401.1,glpX,12,HV,A,5077
WP_011132401.1,glpX,12,HV,B,6361
WP_011132401.1,glpX,12,HV,C,3328
WP_011132401.1,glpX,24,HV,A,360
WP_011132401.1,glpX,24,HV,B,236
WP_011132401.1,glpX,24,HV,C,260
WP_011132401.1,glpX,24,C,A,66898
WP_011132401.1,glpX,24,C,B,87839
WP_011132401.1,glpX,36,C,A,25055
WP_011132401.1,glpX,36,C,B,18436
WP_011132401.1,glpX,36,C,C,26438
WP_011132401.1,glpX,36,HV,A,234
WP_011132401.1,glpX,36,HV,B,276
WP_011132401.1,glpX,36,HV,C,188
WP_011132402.1,hemA,0,C,A,10117
WP_011132402.1,hemA,0,C,B,10319
WP_011132402.1,hemA,0,C,C,19576
WP_011132402.1,hemA,0,HV,A,9533
WP_011132402.1,hemA,0,HV,B,9005
WP_011132402.1,hemA,0,HV,C,29909
WP_011132402.1,hemA,12,C,A,4746
WP_011132402.1,hemA,12,C,B,4919
WP_011132402.1,hemA,12,C,C,7357
WP_011132402.1,hemA,12,HV,A,1389
WP_011132402.1,hemA,12,HV,B,3840
WP_011132402.1,hemA,12,HV,C,1733
WP_011132402.1,hemA,24,HV,A,293
WP_011132402.1,hemA,24,HV,B,151
WP_011132402.1,hemA,24,HV,C,172
WP_011132402.1,hemA,24,C,A,23691
WP_011132402.1,hemA,24,C,B,35312
WP_011132402.1,hemA,36,C,A,8769
WP_011132402.1,hemA,36,C,B,5299
WP_011132402.1,hemA,36,C,C,9768
WP_011132402.1,hemA,36,HV,A,89
WP_011132402.1,hemA,36,HV,B,197
WP_011132402.1,hemA,36,HV,C,87
WP_011132403.1,glgC,0,C,A,18796
WP_011132403.1,glgC,0,C,B,16944
WP_011132403.1,glgC,0,C,C,17092
WP_011132403.1,glgC,0,HV,A,14538
WP_011132403.1,glgC,0,HV,B,11188
WP_011132403.1,glgC,0,HV,C,26741
WP_011132403.1,glgC,12,C,A,6625
WP_011132403.1,glgC,12,C,B,5660
WP_011132403.1,glgC,12,C,C,7191
WP_011132403.1,glgC,12,HV,A,2152
WP_011132403.1,glgC,12,HV,B,3752
WP_011132403.1,glgC,12,HV,C,1697
WP_011132403.1,glgC,24,HV,A,367
WP_011132403.1,glgC,24,HV,B,238
WP_011132403.1,glgC,24,HV,C,137
WP_011132403.1,glgC,24,C,A,25949
WP_011132403.1,glgC,24,C,B,32297
WP_011132403.1,glgC,36,C,A,10546
WP_011132403.1,glgC,36,C,B,7209
WP_011132403.1,glgC,36,C,C,11861
WP_011132403.1,glgC,36,HV,A,104
WP_011132403.1,glgC,36,HV,B,158
WP_011132403.1,glgC,36,HV,C,100
WP_011132404.1,gnd,0,C,A,2696
WP_011132404.1,gnd,0,C,B,4331
WP_011132404.1,gnd,0,C,C,2793
WP_011132404.1,gnd,0,HV,A,2645
WP_011132404.1,gnd,0,HV,B,3037
WP_011132404.1,gnd,0,HV,C,3939
WP_011132404.1,gnd,12,C,A,23690
WP_011132404.1,gnd,12,C,B,23171
WP_011132404.1,gnd,12,C,C,29468
WP_011132404.1,gnd,12,HV,A,8049
WP_011132404.1,gnd,12,HV,B,12985
WP_011132404.1,gnd,12,HV,C,4825
WP_011132404.1,gnd,24,HV,A,119
WP_011132404.1,gnd,24,HV,B,126
WP_011132404.1,gnd,24,HV,C,102
WP_011132404.1,gnd,24,C,A,4220
WP_011132404.1,gnd,24,C,B,2940
WP_011132404.1,gnd,36,C,A,18225
WP_011132404.1,gnd,36,C,B,16641
WP_011132404.1,gnd,36,C,C,17858
WP_011132404.1,gnd,36,HV,A,201
WP_011132404.1,gnd,36,HV,B,283
WP_011132404.1,gnd,36,HV,C,168
WP_011132405.1,pgl,0,C,A,463
WP_011132405.1,pgl,0,C,B,770
WP_011132405.1,pgl,0,C,C,465
WP_011132405.1,pgl,0,HV,A,403
WP_011132405.1,pgl,0,HV,B,622
WP_011132405.1,pgl,0,HV,C,846
WP_011132405.1,pgl,12,C,A,4567
WP_011132405.1,pgl,12,C,B,5448
WP_011132405.1,pgl,12,C,C,7096
WP_011132405.1,pgl,12,HV,A,1277
WP_011132405.1,pgl,12,HV,B,3567
WP_011132405.1,pgl,12,HV,C,1273
WP_011132405.1,pgl,24,HV,A,61
WP_011132405.1,pgl,24,HV,B,67
WP_011132405.1,pgl,24,HV,C,69
WP_011132405.1,pgl,24,C,A,705
WP_011132405.1,pgl,24,C,B,447
WP_011132405.1,pgl,36,C,A,3228
WP_011132405.1,pgl,36,C,B,2686
WP_011132405.1,pgl,36,C,C,2955
WP_011132405.1,pgl,36,HV,A,72
WP_011132405.1,pgl,36,HV,B,94
WP_011132405.1,pgl,36,HV,C,45
WP_011132408.1,ilvD,0,C,A,7619
WP_011132408.1,ilvD,0,C,B,11377
WP_011132408.1,ilvD,0,C,C,6294
WP_011132408.1,ilvD,0,HV,A,8122
WP_011132408.1,ilvD,0,HV,B,6460
WP_011132408.1,ilvD,0,HV,C,8616
WP_011132408.1,ilvD,12,C,A,15722
WP_011132408.1,ilvD,12,C,B,11883
WP_011132408.1,ilvD,12,C,C,12353
WP_011132408.1,ilvD,12,HV,A,4066
WP_011132408.1,ilvD,12,HV,B,6427
WP_011132408.1,ilvD,12,HV,C,2789
WP_011132408.1,ilvD,24,HV,A,148
WP_011132408.1,ilvD,24,HV,B,153
WP_011132408.1,ilvD,24,HV,C,137
WP_011132408.1,ilvD,24,C,A,9254
WP_011132408.1,ilvD,24,C,B,8197
WP_011132408.1,ilvD,36,C,A,13319
WP_011132408.1,ilvD,36,C,B,9608
WP_011132408.1,ilvD,36,C,C,14668
WP_011132408.1,ilvD,36,HV,A,138
WP_011132408.1,ilvD,36,HV,B,224
WP_011132408.1,ilvD,36,HV,C,105
WP_011132410.1,upp,0,C,A,1235
WP_011132410.1,upp,0,C,B,1768
WP_011132410.1,upp,0,C,C,1295
WP_011132410.1,upp,0,HV,A,1051
WP_011132410.1,upp,0,HV,B,958
WP_011132410.1,upp,0,HV,C,1674
WP_011132410.1,upp,12,C,A,1765
WP_011132410.1,upp,12,C,B,1451
WP_011132410.1,upp,12,C,C,1062
WP_011132410.1,upp,12,HV,A,347
WP_011132410.1,upp,12,HV,B,763
WP_011132410.1,upp,12,HV,C,297
WP_011132410.1,upp,24,HV,A,38
WP_011132410.1,upp,24,HV,B,34
WP_011132410.1,upp,24,HV,C,11
WP_011132410.1,upp,24,C,A,2128
WP_011132410.1,upp,24,C,B,1388
WP_011132410.1,upp,36,C,A,1680
WP_011132410.1,upp,36,C,B,1171
WP_011132410.1,upp,36,C,C,2063
WP_011132410.1,upp,36,HV,A,8
WP_011132410.1,upp,36,HV,B,23
WP_011132410.1,upp,36,HV,C,13
WP_011132412.1,cobW,0,C,A,2249
WP_011132412.1,cobW,0,C,B,3222
WP_011132412.1,cobW,0,C,C,2048
WP_011132412.1,cobW,0,HV,A,1746
WP_011132412.1,cobW,0,HV,B,2086
WP_011132412.1,cobW,0,HV,C,3028
WP_011132412.1,cobW,12,C,A,2761
WP_011132412.1,cobW,12,C,B,2031
WP_011132412.1,cobW,12,C,C,2751
WP_011132412.1,cobW,12,HV,A,628
WP_011132412.1,cobW,12,HV,B,1595
WP_011132412.1,cobW,12,HV,C,761
WP_011132412.1,cobW,24,HV,A,74
WP_011132412.1,cobW,24,HV,B,78
WP_011132412.1,cobW,24,HV,C,32
WP_011132412.1,cobW,24,C,A,2705
WP_011132412.1,cobW,24,C,B,2723
WP_011132412.1,cobW,36,C,A,2267
WP_011132412.1,cobW,36,C,B,1382
WP_011132412.1,cobW,36,C,C,3136
WP_011132412.1,cobW,36,HV,A,34
WP_011132412.1,cobW,36,HV,B,54
WP_011132412.1,cobW,36,HV,C,18
WP_011132413.1,purS,0,C,A,529
WP_011132413.1,purS,0,C,B,1054
WP_011132413.1,purS,0,C,C,833
WP_011132413.1,purS,0,HV,A,448
WP_011132413.1,purS,0,HV,B,1234
WP_011132413.1,purS,0,HV,C,1787
WP_011132413.1,purS,12,C,A,3090
WP_011132413.1,purS,12,C,B,2984
WP_011132413.1,purS,12,C,C,3369
WP_011132413.1,purS,12,HV,A,759
WP_011132413.1,purS,12,HV,B,2957
WP_011132413.1,purS,12,HV,C,1406
WP_011132413.1,purS,24,HV,A,82
WP_011132413.1,purS,24,HV,B,107
WP_011132413.1,purS,24,HV,C,56
WP_011132413.1,purS,24,C,A,1106
WP_011132413.1,purS,24,C,B,836
WP_011132413.1,purS,36,C,A,2718
WP_011132413.1,purS,36,C,B,1508
WP_011132413.1,purS,36,C,C,3143
WP_011132413.1,purS,36,HV,A,35
WP_011132413.1,purS,36,HV,B,51
WP_011132413.1,purS,36,HV,C,29
WP_011132414.1,purQ,0,C,A,580
WP_011132414.1,purQ,0,C,B,1142
WP_011132414.1,purQ,0,C,C,916
WP_011132414.1,purQ,0,HV,A,491
WP_011132414.1,purQ,0,HV,B,1081
WP_011132414.1,purQ,0,HV,C,1543
WP_011132414.1,purQ,12,C,A,3772
WP_011132414.1,purQ,12,C,B,3629
WP_011132414.1,purQ,12,C,C,4567
WP_011132414.1,purQ,12,HV,A,1116
WP_011132414.1,purQ,12,HV,B,3781
WP_011132414.1,purQ,12,HV,C,1982
WP_011132414.1,purQ,24,HV,A,122
WP_011132414.1,purQ,24,HV,B,134
WP_011132414.1,purQ,24,HV,C,69
WP_011132414.1,purQ,24,C,A,1506
WP_011132414.1,purQ,24,C,B,1366
WP_011132414.1,purQ,36,C,A,3335
WP_011132414.1,purQ,36,C,B,1890
WP_011132414.1,purQ,36,C,C,3751
WP_011132414.1,purQ,36,HV,A,53
WP_011132414.1,purQ,36,HV,B,72
WP_011132414.1,purQ,36,HV,C,51
WP_011132415.1,cbbA,0,C,A,274685
WP_011132415.1,cbbA,0,C,B,274087
WP_011132415.1,cbbA,0,C,C,248272
WP_011132415.1,cbbA,0,HV,A,224837
WP_011132415.1,cbbA,0,HV,B,141864
WP_011132415.1,cbbA,0,HV,C,257552
WP_011132415.1,cbbA,12,C,A,33791
WP_011132415.1,cbbA,12,C,B,27870
WP_011132415.1,cbbA,12,C,C,26432
WP_011132415.1,cbbA,12,HV,A,9072
WP_011132415.1,cbbA,12,HV,B,12925
WP_011132415.1,cbbA,12,HV,C,4454
WP_011132415.1,cbbA,24,HV,A,1437
WP_011132415.1,cbbA,24,HV,B,1156
WP_011132415.1,cbbA,24,HV,C,577
WP_011132415.1,cbbA,24,C,A,265140
WP_011132415.1,cbbA,24,C,B,240022
WP_011132415.1,cbbA,36,C,A,48305
WP_011132415.1,cbbA,36,C,B,38828
WP_011132415.1,cbbA,36,C,C,55332
WP_011132415.1,cbbA,36,HV,A,517
WP_011132415.1,cbbA,36,HV,B,490
WP_011132415.1,cbbA,36,HV,C,493
WP_011132418.1,accD,0,C,A,4751
WP_011132418.1,accD,0,C,B,4992
WP_011132418.1,accD,0,C,C,7383
WP_011132418.1,accD,0,HV,A,4017
WP_011132418.1,accD,0,HV,B,3618
WP_011132418.1,accD,0,HV,C,10344
WP_011132418.1,accD,12,C,A,4191
WP_011132418.1,accD,12,C,B,2702
WP_011132418.1,accD,12,C,C,3743
WP_011132418.1,accD,12,HV,A,1316
WP_011132418.1,accD,12,HV,B,1711
WP_011132418.1,accD,12,HV,C,876
WP_011132418.1,accD,24,HV,A,98
WP_011132418.1,accD,24,HV,B,95
WP_011132418.1,accD,24,HV,C,61
WP_011132418.1,accD,24,C,A,12462
WP_011132418.1,accD,24,C,B,13535
WP_011132418.1,accD,36,C,A,4524
WP_011132418.1,accD,36,C,B,3299
WP_011132418.1,accD,36,C,C,5233
WP_011132418.1,accD,36,HV,A,66
WP_011132418.1,accD,36,HV,B,69
WP_011132418.1,accD,36,HV,C,58
WP_011132419.1,cbbP,0,C,A,26717
WP_011132419.1,cbbP,0,C,B,19306
WP_011132419.1,cbbP,0,C,C,32521
WP_011132419.1,cbbP,0,HV,A,15700
WP_011132419.1,cbbP,0,HV,B,17202
WP_011132419.1,cbbP,0,HV,C,41231
WP_011132419.1,cbbP,12,C,A,11928
WP_011132419.1,cbbP,12,C,B,9279
WP_011132419.1,cbbP,12,C,C,16152
WP_011132419.1,cbbP,12,HV,A,3989
WP_011132419.1,cbbP,12,HV,B,5791
WP_011132419.1,cbbP,12,HV,C,2726
